COMB Title,NumberOfConsoles,GCN,XBX,PS2,Brand,License,Publisher,Developer,NPD Super Genre,NPD Sub Genre,Launch,Launch Year,Launch Month,ESRB,Online,Vivendi,Peer group,Violent genre
WOODY WOODPECKER:BUZZ,1,0,0,1,WOODY WOODPECKER,OTHER,DREAMCATCHER INTERACTIVE,EKO SOFTWARE,ACTION,PLATFORM/SCROLLING CHARACTER,01-Feb-02,2002,2,E,NO,No,No,Violent
WORLD CHAMPIONSHIP POKER,2,0,1,1,,,CRAVE ,CORESOFT,FAMILY ,CASINO GAMES,01-Nov-04,2004,11,E,YES,No,No,Non violent
WORLD CHAMPIONSHIP POOL 2004,2,0,1,1,,OTHER,JALECO,BLADE INTERACTIVE STUDIOS,SPORTS,BILLIARDS/POOL,01-Dec-03,2003,4,E,NO,No,No,Non violent
WORLD OF OUTLAWS 2002,1,0,0,1,WORLD OF OUTLAWS,PRO RACING ALL OTHER,ATARI,RATBAG GAMES,RACING,SPORTS ORIENTED RACING,01-Mar-02,2002,3,E,NO,No,No,Non violent
WORLD RALLY CHMPNSHP,1,0,0,1,,PRO RACING ALL OTHER,BAM! ,EVOLUTION STUDIOS,RACING,SPORTS ORIENTED RACING,01-Mar-02,2002,3,E,NO,No,No,Non violent
WORLD SERIES BASEBALL,1,0,1,0,WORLD SERIES BASEBALL,MAJOR LEAGUE BASEBALL (MLB),SEGA OF AMERICA,BLUE SHIFT,SPORTS,BASEBALL,01-May-02,2002,5,E,NO,No,No,Non violent
WORLD SERIES BASEBALL 2K3,2,0,1,1,WORLD SERIES BASEBALL,MAJOR LEAGUE BASEBALL (MLB),SEGA OF AMERICA,BLUE SHIFT,SPORTS,BASEBALL,01-Mar-03,2003,3,E,NO,No,No,Non violent
WORLD SOCCER WINNING ELEVEN 7 IN,1,0,0,1,WORLD SOCCER WINNING ELEVEN,WCS (WORLD CUP SOCCER),KONAMI DIGITAL ENT.,KONAMI,SPORTS,SOCCER,01-Feb-04,2004,2,E,NO,No,No,Non violent
WORLD TOUR SOCCER 2K2,1,0,0,1,WORLD TOUR SOCCER,WCS (WORLD CUP SOCCER),SONY ,TEAM SOHO,SPORTS,SOCCER,01-Feb-02,2002,2,E,NO,No,Yes,Non violent
WORLD TOUR SOCCER 2K3,1,0,0,1,WORLD TOUR SOCCER,WCS (WORLD CUP SOCCER),SONY ,TEAM SOHO,SPORTS,SOCCER,01-Feb-03,2003,2,E,NO,No,Yes,Non violent
WORLD TOUR SOCCER 2K5,1,0,0,1,WORLD TOUR SOCCER,WCS (WORLD CUP SOCCER),SONY ,989 SPORTS,SPORTS,SOCCER,01-Apr-04,2004,4,E,NO,No,Yes,Non violent
WORMS 3D,2,1,0,1,WORMS,,ACCLAIM  ,TEAM 17,STRATEGY,OTHER STRATEGY,01-Mar-04,2004,3,T,NO,No,No,Non violent
WORMS BLAST,1,1,0,0,WORMS,,UBISOFT,TEAM 17,FAMILY ,PUZZLE GAMES,01-Oct-02,2002,10,E,NO,No,Yes,Non violent
WRATH UNLEASHED,2,0,1,1,,,LUCASARTS,THE COLLECTIVE,FIGHTING,FIGHT/HEAD TO HEAD,01-Feb-04,2004,2,T,NO,No,Yes,Violent
WRECKLESS: YAKUZA,3,1,1,1,,,ACTIVISION,ACTIVISION,RACING,COMBAT ORIENTED RACING,01-Feb-02,2002,2,T,NO,No,No,Non violent
WTA TOUR TENNIS,3,1,1,1,,PRO TENNIS,KONAMI DIGITAL ENT.,KONAMI,SPORTS,TENNIS,01-Mar-02,2002,3,E,NO,No,No,Non violent
WWE CRUSH HOUR,2,1,0,1,WORLD WRESTLING ENTERTAINMENT,WWE,THQ ,PACIFIC COAST POWER AND LIGHT,RACING,COMBAT ORIENTED RACING,01-Mar-03,2003,3,T,NO,No,Yes,Non violent
WWE DAY OF RECKONING,1,1,0,0,WORLD WRESTLING ENTERTAINMENT,WWE,THQ ,YUKE'S COMPANY,FIGHTING,WRESTLING,01-Sep-04,2004,9,T,NO,No,Yes,Violent
WWE RAW,1,0,1,0,WORLD WRESTLING ENTERTAINMENT,WWE,THQ ,,FIGHTING,WRESTLING,01-Feb-02,2002,2,T,NO,No,Yes,Violent
WWE RAW 2: RUTHLESS,1,0,1,0,WORLD WRESTLING ENTERTAINMENT,WWE,THQ ,ANCHOR,FIGHTING,WRESTLING,01-Sep-03,2003,9,T,NO,No,Yes,Violent
WWE SMACKDOWN VS RAW,1,0,0,1,WORLD WRESTLING ENTERTAINMENT,WWE,THQ ,YUKE'S COMPANY,NONE,NONE,01-Nov-04,2004,11,T,YES,No,Yes,Non violent
WWE SMACKDOWN: BRING,1,0,0,1,WORLD WRESTLING ENTERTAINMENT,WWE,THQ ,YUKE'S COMPANY,FIGHTING,WRESTLING,01-Nov-01,2001,11,T,NO,No,Yes,Violent
WWE WRESTLEMANIA X8,1,1,0,0,WORLD WRESTLING ENTERTAINMENT,WWE,THQ ,YUKE'S COMPANY,FIGHTING,WRESTLING,01-Jun-02,2002,6,T,NO,No,Yes,Violent
WWE WRESTLEMANIA XIX,1,1,0,0,WORLD WRESTLING ENTERTAINMENT,WWE,THQ ,YUKE'S COMPANY,FIGHTING,WRESTLING,01-Sep-03,2003,9,T,NO,No,Yes,Violent
WWE: HERE COMES PAIN,1,0,0,1,WORLD WRESTLING ENTERTAINMENT,WWE,THQ ,YUKE'S COMPANY,FIGHTING,WRESTLING,01-Oct-03,2003,10,T,NO,No,Yes,Violent
WWE: SHUT YOUR MOUTH,1,0,0,1,WORLD WRESTLING ENTERTAINMENT,WWE,THQ ,YUKE'S COMPANY,FIGHTING,WRESTLING,01-Oct-02,2002,10,T,NO,No,Yes,Violent
X2: WOLVERINE'S REVENGE,3,1,1,1,X-MEN,X-MEN,ACTIVISION,GENE POOL SOFTWARE,ACTION,GENERAL ACTION,01-Apr-03,2003,4,T,NO,No,No,Violent
XENOSAGA EPISODE 1,1,0,0,1,XENOSAGA,,NAMCO,MONOLITH PRODUCTIONS,RPG,RPG,01-Feb-03,2003,2,T,NO,No,No,Non violent
X-FILES RESIST SERVE,1,0,0,1,X-FILES,X-FILES,VIVENDI UNIVERSAL ,BLACK OPS ENTERTAINMENT,ADVENTURE,SURVIVAL HORROR,01-Mar-04,2004,3,M,NO,Vivendi,Yes,Non violent
XGRA: EXTREME G RACING,3,1,1,1,,,ACCLAIM  ,ACCLAIM STUDIOS,RACING,COMBAT ORIENTED RACING,01-Sep-03,2003,9,T,NO,No,No,Non violent
XIII,3,1,1,1,,,UBISOFT,UBISOFT ENTERTAINMENT,SHOOTER,1ST PERSON SHOOTER,01-Nov-03,2003,11,M,NO,No,Yes,Violent
X-MEN: LEGENDS,3,1,1,1,X-MEN,X-MEN,ACTIVISION,RAVEN SOFTWARE,RPG,RPG,01-Sep-04,2004,9,T,NO,No,No,Non violent
X-MEN: NEXT DIMENSION,3,1,1,1,X-MEN,X-MEN,ACTIVISION,EXAKT ENTERTAINMENT,FIGHTING,FIGHT/HEAD TO HEAD,01-Oct-02,2002,10,T,NO,No,No,Violent
X-SQUAD,1,0,0,1,,,ELECTRONIC ARTS,ELECTRONIC ARTS,SHOOTER,OTHER SHOOTER,01-Oct-00,2000,10,T,NO,No,Yes,Violent
YAGER,1,0,1,0,,,KEMCO AMERICA,YAGER DEVELOPMENT,FLIGHT,SPACE COMBAT SIMULATIONS,01-Oct-04,2004,10,T,NO,No,No,Non violent
YANYA CABALLISTA:SKTR,1,0,0,1,,,KOEI,KOEI,SPORTS,EXTREME SPORTS,01-Sep-01,2001,9,E,NO,No,No,Non violent
YOURSELF FITNESS,1,0,1,0,,,RESPONDESIGN,RESPONDESIGN,SPORTS,MULTIPLE/OTHER SPORTS,01-Sep-04,2004,9,E,NO,No,No,Non violent
YU YU HAKUSHO: DARK,1,0,0,1,YU YU HAKUSHO,YU YU HAKUSHO,ATARI,DIGITAL FICTION,FIGHTING,FIGHT/HEAD TO HEAD,01-Sep-04,2004,9,T,NO,No,No,Violent
YU-GI-OH! CAPSULE,1,0,0,1,YU-GI-OH!,YU-GI-OH,KONAMI DIGITAL ENT.,KONAMI,FAMILY ,TRADITIONAL BOARD GAMES,01-Oct-04,2004,10,E,NO,No,No,Non violent
YU-GI-OH! DAWN DESTNY,1,0,1,0,YU-GI-OH!,YU-GI-OH,KONAMI DIGITAL ENT.,KONAMI,FAMILY ,CARD GAMES,01-Mar-04,2004,3,E,NO,No,No,Non violent
YU-GI-OH! DUELISTS,1,0,0,1,YU-GI-OH!,YU-GI-OH,KONAMI DIGITAL ENT.,KONAMI,FAMILY ,CARD GAMES,01-Feb-03,2003,2,E,NO,No,No,Non violent
YU-GI-OH! FALSEBOUND,1,1,0,0,YU-GI-OH!,YU-GI-OH,KONAMI DIGITAL ENT.,KONAMI,FAMILY ,CARD GAMES,01-Nov-03,2003,11,E,NO,No,No,Non violent
ZAPPER,3,1,1,1,,,ATARI,BLITZ GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-02,2002,11,E,NO,No,No,Violent
ZELDA: FOUR SWORDS,1,1,0,0,ZELDA,LEGEND OF ZELDA,NINTENDO OF AMERICA,NINTENDO COMPANY,RPG,RPG,01-Jun-04,2004,6,E,NO,No,No,Non violent
ZELDA: THE WIND WAKER,1,1,0,0,ZELDA,LEGEND OF ZELDA,NINTENDO OF AMERICA,ANGEL STUDIOS,RPG,RPG,01-Mar-03,2003,3,E,NO,No,No,Non violent
ZOIDS: BATTLE LEGENDS,1,1,0,0,ZOIDS,ZOIDS,ATARI,TOMY,RPG,RPG,01-Sep-04,2004,9,T,NO,No,No,Non violent
ZONE ENDERS: 2ND RUN,1,0,0,1,ZONE OF THE ENDERS,,KONAMI DIGITAL ENT.,KONAMI,ACTION,GENERAL ACTION,01-Mar-03,2003,3,M,NO,No,No,Violent
ZONE OF THE ENDERS,1,0,0,1,ZONE OF THE ENDERS,,KONAMI DIGITAL ENT.,KONAMI,ACTION,GENERAL ACTION,01-Mar-01,2001,3,M,NO,No,No,Violent
ZOOCUBE,1,1,0,0,,,ACCLAIM  ,PUZZLEKINGS,FAMILY ,PUZZLE GAMES,01-May-02,2002,5,E,NO,No,No,Non violent
